Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.21,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.22,gi|58978165|gb|AY753170.1|,99.11,225,2,0,1,225,330,106,2e-109,405
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.23,gi|58978165|gb|AY753170.1|,99.56,225,1,0,1,225,330,106,5e-111,411
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.24,gi|58978165|gb|AY753170.1|,99.55,221,1,0,1,221,330,110,9e-109,403
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.25,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.26,gi|58978165|gb|AY753170.1|,99.10,223,2,0,1,223,330,108,3e-108,401
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.27,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.28,gi|58978165|gb|AY753170.1|,99.55,221,1,0,1,221,330,110,9e-109,403
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.29,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.30,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.31,gi|58978165|gb|AY753170.1|,99.55,221,1,0,1,221,330,110,9e-109,403
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.32,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.33,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.34,gi|58978165|gb|AY753170.1|,99.55,222,1,0,1,222,330,109,2e-109,405
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.35,gi|58978165|gb|AY753170.1|,99.55,222,1,0,1,222,330,109,2e-109,405
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.36,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.37,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.38,gi|58978165|gb|AY753170.1|,98.23,226,3,1,1,226,330,106,5e-106,394
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.39,gi|58978165|gb|AY753170.1|,99.55,221,1,0,1,221,330,110,9e-109,403
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.40,gi|58978165|gb|AY753170.1|,99.10,223,2,0,1,223,330,108,3e-108,401
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.41,gi|58978165|gb|AY753170.1|,99.55,224,1,0,1,224,330,107,2e-110,409
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.42,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Actinomyces sp. oral taxon 449,ERR1942280.43,gi|285802884|gb|GU412866.1|,100.00,229,0,0,1,229,323,95,7e-115,424
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.44,gi|58978165|gb|AY753170.1|,99.10,222,2,0,1,222,330,109,1e-107,399
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.45,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.46,gi|58978165|gb|AY753170.1|,99.09,219,2,0,1,219,330,112,5e-106,394
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.47,gi|58978165|gb|AY753170.1|,99.08,218,2,0,1,218,330,113,2e-105,392
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.48,gi|58978165|gb|AY753170.1|,99.55,221,1,0,1,221,330,110,9e-109,403
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.49,gi|58978165|gb|AY753170.1|,99.55,221,1,0,1,221,330,110,9e-109,403
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.50,gi|58978165|gb|AY753170.1|,99.56,225,1,0,1,225,330,106,5e-111,411
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.51,gi|58978165|gb|AY753170.1|,99.11,225,2,0,1,225,330,106,2e-109,405
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.52,gi|58978165|gb|AY753170.1|,99.55,221,1,0,1,221,330,110,9e-109,403
Bartonella washoensis,ERR1942280.53,gi|257153093|dbj|AB519066.1|,100.00,223,0,0,1,223,251,29,1e-111,412
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.54,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.55,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.56,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.57,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.58,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.59,gi|58978165|gb|AY753170.1|,99.55,221,1,0,1,221,330,110,9e-109,403
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.60,gi|58978165|gb|AY753170.1|,99.55,221,1,0,1,221,330,110,9e-109,403
unidentified bacterium,ERR1942280.61,gi|301202179|gb|HM665528.1|,97.78,225,4,1,1,225,289,66,9e-104,387
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.62,gi|58978165|gb|AY753170.1|,99.10,223,2,0,1,223,330,108,3e-108,401
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.63,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.64,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.65,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.66,gi|58978165|gb|AY753170.1|,99.56,225,1,0,1,225,330,106,5e-111,411
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.67,gi|58978165|gb|AY753170.1|,99.10,221,2,0,1,221,330,110,4e-107,398
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.68,gi|58978165|gb|AY753170.1|,99.55,221,1,0,1,221,330,110,9e-109,403
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.69,gi|58978165|gb|AY753170.1|,99.55,221,1,0,1,221,330,110,9e-109,403
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.70,gi|58978165|gb|AY753170.1|,99.55,221,1,0,1,221,330,110,9e-109,403
Haemophilus parainfluenzae,ERR1942280.71,gi|1139277690|emb|LT691513.1|,100.00,205,0,0,1,205,314,110,1e-101,379
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.72,gi|58978165|gb|AY753170.1|,99.55,222,1,0,1,222,330,109,2e-109,405
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.73,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.74,gi|58978165|gb|AY753170.1|,99.55,222,1,0,1,222,330,109,2e-109,405
Sphingomonas sp.,ERR1942280.75,gi|1154382257|gb|KY742778.1|,99.54,216,1,0,1,216,248,33,5e-106,394
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.76,gi|58978165|gb|AY753170.1|,99.55,221,1,0,1,221,330,110,9e-109,403
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.77,gi|58978165|gb|AY753170.1|,99.55,221,1,0,1,221,330,110,9e-109,403
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.78,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.79,gi|58978165|gb|AY753170.1|,99.10,223,2,0,1,223,330,108,3e-108,401
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.80,gi|58978165|gb|AY753170.1|,99.10,222,2,0,1,222,330,109,1e-107,399
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.81,gi|58978165|gb|AY753170.1|,99.55,221,1,0,1,221,330,110,9e-109,403
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.82,gi|58978165|gb|AY753170.1|,99.10,223,1,1,1,222,330,108,1e-107,399
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.83,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.84,gi|58978165|gb|AY753170.1|,99.55,221,1,0,1,221,330,110,9e-109,403
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.85,gi|58978165|gb|AY753170.1|,98.86,175,2,0,1,175,330,156,1e-81,313
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.86,gi|58978165|gb|AY753170.1|,99.10,221,2,0,1,221,330,110,4e-107,398
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.87,gi|58978165|gb|AY753170.1|,99.49,197,1,0,1,197,330,134,2e-95,359
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.88,gi|58978165|gb|AY753170.1|,99.56,225,1,0,1,225,330,106,5e-111,411
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.89,gi|58978165|gb|AY753170.1|,99.55,221,1,0,1,221,330,110,9e-109,403
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.90,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.91,gi|58978165|gb|AY753170.1|,99.56,225,1,0,1,225,330,106,5e-111,411
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.92,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.93,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.94,gi|58978165|gb|AY753170.1|,99.55,222,1,0,1,222,330,109,2e-109,405
Bacteroidales bacterium ph8,ERR1942280.96,gi|1035782250|gb|KX198133.1|,90.50,242,21,2,1,241,283,43,4e-83,318
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.97,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.98,gi|58978165|gb|AY753170.1|,99.10,223,2,0,1,223,330,108,3e-108,401
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.99,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.100,gi|58978165|gb|AY753170.1|,99.55,221,1,0,1,221,330,110,9e-109,403
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.101,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.102,gi|58978165|gb|AY753170.1|,99.55,221,1,0,1,221,330,110,9e-109,403
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.103,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.104,gi|58978165|gb|AY753170.1|,99.10,223,2,0,1,223,330,108,3e-108,401
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.105,gi|58978165|gb|AY753170.1|,99.55,222,1,0,1,222,330,109,2e-109,405
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.106,gi|58978165|gb|AY753170.1|,99.55,221,1,0,1,221,330,110,9e-109,403
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.107,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Clostridium fusiformis,ERR1942280.108,gi|388556169|dbj|AB702934.1|,98.31,237,4,0,2,238,348,112,1e-112,416
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.109,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.110,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.111,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.112,gi|58978165|gb|AY753170.1|,99.11,225,2,0,1,225,330,106,2e-109,405
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.113,gi|58978165|gb|AY753170.1|,99.55,222,1,0,1,222,330,109,2e-109,405
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.114,gi|58978165|gb|AY753170.1|,99.55,221,1,0,1,221,330,110,9e-109,403
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.115,gi|58978165|gb|AY753170.1|,99.56,225,1,0,1,225,330,106,5e-111,411
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.116,gi|58978165|gb|AY753170.1|,99.55,221,1,0,1,221,330,110,9e-109,403
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.117,gi|58978165|gb|AY753170.1|,99.08,218,2,0,1,218,330,113,2e-105,392
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.118,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.119,gi|58978165|gb|AY753170.1|,99.55,221,1,0,1,221,330,110,9e-109,403
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.120,gi|58978165|gb|AY753170.1|,99.55,222,1,0,1,222,330,109,2e-109,405
Chitinophaga sp. BN130233,ERR1942280.121,gi|800924399|gb|KP419742.1|,92.02,238,15,4,1,236,299,64,4e-87,331
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.122,gi|58978165|gb|AY753170.1|,99.11,224,2,0,1,224,330,107,9e-109,403
Prevotella buccae,ERR1942280.123,gi|400973712|emb|HE974949.1|,100.00,232,0,0,1,232,305,74,1e-116,429
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.124,gi|58978165|gb|AY753170.1|,99.10,223,2,0,1,223,330,108,3e-108,401
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.125,gi|58978165|gb|AY753170.1|,98.87,177,1,1,1,177,330,155,3e-82,315
Propionibacterium acnes subsp. acnes,ERR1942280.126,gi|1229452599|gb|KY674912.1|,100.00,237,0,0,1,237,244,8,3e-119,438
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.127,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.128,gi|58978165|gb|AY753170.1|,99.55,222,1,0,1,222,330,109,2e-109,405
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.129,gi|58978165|gb|AY753170.1|,99.38,161,1,0,1,161,330,170,1e-75,292
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.130,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.131,gi|58978165|gb|AY753170.1|,99.55,221,1,0,1,221,330,110,9e-109,403
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.132,gi|58978165|gb|AY753170.1|,99.55,221,1,0,1,221,330,110,9e-109,403
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.133,gi|58978165|gb|AY753170.1|,99.55,221,1,0,1,221,330,110,9e-109,403
Clostridium sp. NH-JN4,ERR1942280.134,gi|1160082498|gb|KY777467.1|,93.33,120,8,0,2,121,309,190,5e-41,178
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.135,gi|58978165|gb|AY753170.1|,99.50,200,1,0,1,200,330,131,4e-97,364
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.136,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.137,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.138,gi|58978165|gb|AY753170.1|,99.55,222,1,0,1,222,330,109,2e-109,405
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.139,gi|58978165|gb|AY753170.1|,99.10,223,2,0,1,223,330,108,3e-108,401
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.140,gi|58978165|gb|AY753170.1|,99.55,221,1,0,1,221,330,110,9e-109,403
Arthrobacter russicus,ERR1942280.141,gi|1104564590|gb|KY218864.1|,99.57,233,1,0,1,233,278,46,2e-115,425
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.142,gi|58978165|gb|AY753170.1|,99.10,221,1,1,1,220,330,110,1e-106,396
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.143,gi|58978165|gb|AY753170.1|,99.55,221,1,0,1,221,330,110,9e-109,403
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.144,gi|58978165|gb|AY753170.1|,99.55,224,1,0,1,224,330,107,2e-110,409
Pinus oocarpa,ERR1942280.145,gi|1238790361|gb|KY963969.1|,99.55,224,0,1,1,223,84576,84353,7e-110,407
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.146,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.147,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.148,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.149,gi|58978165|gb|AY753170.1|,99.55,222,1,0,1,222,330,109,2e-109,405
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.150,gi|58978165|gb|AY753170.1|,99.55,222,1,0,1,222,330,109,2e-109,405
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.151,gi|58978165|gb|AY753170.1|,99.55,221,1,0,1,221,330,110,9e-109,403
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.152,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.153,gi|58978165|gb|AY753170.1|,99.55,221,1,0,1,221,330,110,9e-109,403
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.154,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.155,gi|58978165|gb|AY753170.1|,99.55,221,1,0,1,221,330,110,9e-109,403
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.156,gi|58978165|gb|AY753170.1|,99.10,223,2,0,1,223,330,108,3e-108,401
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.157,gi|58978165|gb|AY753170.1|,99.10,221,2,0,1,221,330,110,4e-107,398
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.158,gi|58978165|gb|AY753170.1|,99.56,225,1,0,1,225,330,106,5e-111,411
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.159,gi|58978165|gb|AY753170.1|,99.55,221,1,0,1,221,330,110,9e-109,403
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.160,gi|58978165|gb|AY753170.1|,99.10,223,1,1,1,222,330,108,1e-107,399
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.161,gi|58978165|gb|AY753170.1|,99.11,225,2,0,1,225,330,106,2e-109,405
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.162,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.163,gi|58978165|gb|AY753170.1|,99.55,221,1,0,1,221,330,110,9e-109,403
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.164,gi|58978165|gb|AY753170.1|,99.50,200,1,0,1,200,330,131,4e-97,364
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.165,gi|58978165|gb|AY753170.1|,99.55,221,1,0,1,221,330,110,9e-109,403
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.166,gi|58978165|gb|AY753170.1|,99.55,221,1,0,1,221,330,110,9e-109,403
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.167,gi|58978165|gb|AY753170.1|,99.55,221,1,0,1,221,330,110,9e-109,403
Clostridiaceae bacterium BARN-424-CC-10,ERR1942280.168,gi|1109168019|ref|NR_144608.1|,93.33,225,15,0,1,225,344,120,1e-87,333
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.169,gi|58978165|gb|AY753170.1|,99.55,221,1,0,1,221,330,110,9e-109,403
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.170,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.171,gi|58978165|gb|AY753170.1|,99.43,176,1,0,1,176,330,155,7e-84,320
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.172,gi|58978165|gb|AY753170.1|,99.55,221,1,0,1,221,330,110,9e-109,403
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.173,gi|58978165|gb|AY753170.1|,99.55,223,1,0,1,223,330,108,7e-110,407
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.174,gi|58978165|gb|AY753170.1|,99.55,221,1,0,1,221,330,110,9e-109,403
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.175,gi|58978165|gb|AY753170.1|,99.55,221,1,0,1,221,330,110,9e-109,403
Clostridiaceae bacterium BARN-424-CC-10,ERR1942280.176,gi|1109168019|ref|NR_144608.1|,93.33,225,15,0,1,225,344,120,1e-87,333
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.177,gi|58978165|gb|AY753170.1|,99.55,221,1,0,1,221,330,110,9e-109,403
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.178,gi|58978165|gb|AY753170.1|,99.55,221,1,0,1,221,330,110,9e-109,403
Bacteroidetes endosymbiont of Metaseiulus occidentalis,ERR1942280.179,gi|58978165|gb|AY753170.1|,99.47,189,1,0,1,189,330,142,4e-91,344
